NAME:,walking5,,
1.526,5.02,-1.88,11.14
1.527,4.71,-1.49,9.53
1.528,3.02,-1.22,5.84
1.529,2.47,-1.18,4.28
1.53,1.57,-1.37,3.14
1.531,1.57,-1.69,3.14
1.532,2.28,-2.04,3.77
1.533,2.55,-2.2,5.06
1.534,2.75,-1.65,5.61
1.535,3.22,-1.96,5.61
1.536,3.53,-1.96,6.08
1.537,4.71,-3.22,8.32
1.538,6.43,-2.47,11.92
1.539,5.41,0.2,13.26
1.54,7.77,0.59,12.63
1.541,9.18,-3.14,9.49
1.542,6.43,-3.8,6.98
1.543,4.43,-2.94,5.41
1.544,3.18,-2.28,5.18
1.545,2.43,-2.47,5.3
1.546,1.92,-2.43,5.45
1.547,1.53,-2.35,6.08
1.548,1.92,-2.71,6.83
1.549,1.77,-3.06,7.73
1.55,1.96,-2.94,8.79
1.551,2.51,-3.26,9.73
1.552,2.75,-5.02,10.43
1.553,4.35,-4.51,15.53
1.554,7.22,-1.26,16
1.555,3.61,-1.92,10.47
1.556,3.96,-2.16,9.57
1.557,4.94,-1.26,10.55
1.558,3.8,-0.35,7.73
1.559,2.94,-1.18,5.49
1.56,1.84,-1.65,4.04
1.561,1.14,-1.06,3.84
1.562,1.49,-1.29,4.16
1.563,1.96,-1.77,4.75
1.564,2.08,-1.61,5.06
1.565,2.59,-1.69,5.61
1.566,4.04,-1.49,6.83
1.567,4.31,-2.24,6.79
1.568,5.41,-3.26,8.67
1.569,7.65,-2.04,12.59
1.57,5.88,-0.2,12.12
1.571,7.45,-2.75,10.28
1.572,6.98,-4.31,8.39
1.573,5.06,-3.61,7.34
1.574,4.12,-2.24,6.71
1.575,2.79,-2.31,5.73
1.576,1.92,-2.67,4.71
1.577,1.8,-2.86,5.18
1.578,2.24,-2.75,5.92
1.579,2,-3.02,6.98
1.58,2.12,-3.41,8.32
1.581,2.94,-3.18,9.69
1.582,3.92,-3.22,11.18
1.583,3.22,-5.49,12.16
1.584,6.83,-2.59,15.18
1.585,5.88,-0.94,12.51
1.586,4.28,-1.96,10.12
1.587,5.26,-1.73,10.67
1.588,4.94,-0.55,9.73
1.589,3.77,-0.27,7.34
1.59,2.59,-0.94,5.14
1.591,1.77,-0.55,3.92
1.592,2.16,-1.06,3.73
1.593,2.08,-1.18,4
1.594,1.84,-1.18,4.2
1.595,2.43,-1.88,4.67
1.596,3.3,-1.8,5.61
1.597,4.63,-1.92,7.02
1.598,5.41,-2.98,7.81
1.599,6.59,-3.1,11.06
1.6,6.79,-0.04,12.43
1.601,5.26,0.47,11.57
1.602,5.73,-1.22,9.02
1.603,5.96,-4.16,7.96
1.604,4.39,-3.53,6.98
1.605,2.98,-2.08,6.39
1.606,2.2,-2.43,5.92
1.607,2,-2.24,5.57
1.608,1.96,-1.96,5.92
1.609,1.96,-1.88,6.51
1.61,2.31,-2.08,7.65
1.611,2.31,-1.8,8.55
1.612,2.59,-2.04,9.34
1.613,3.37,-2.71,10.2
1.614,4.43,-3.53,12.94
1.615,6.71,-1.92,15.02
1.616,4.47,-0.51,11.85
1.617,3.49,-1.92,10.63
1.618,5.22,-1.61,11.69
1.619,4.04,-0.71,9.26
1.62,3.02,-0.86,6.39
1.621,2.2,-1.26,4.63
1.622,1.22,-1.22,3.65
1.623,1.73,-1.45,3.8
1.624,1.57,-1.37,4.24
1.625,1.61,-1.37,4.75
1.626,2.08,-1.41,5.22
1.627,3.73,-1.88,6.94
1.628,4.47,-1.53,7.77
1.629,6.12,-2.47,10.32
1.63,7.53,-1.26,12.47
1.631,5.61,0.08,11.06
1.632,6.79,-1.84,9.38
1.633,7.1,-3.53,8.2
1.634,4.63,-2.59,6.86
1.635,3.57,-2.12,6.16
1.636,2.86,-2.2,5.77
1.637,2.2,-2.24,5.49
1.638,1.73,-2.04,5.81
1.639,1.92,-2.16,6.2
1.64,2.24,-2.47,7.26
1.641,2.43,-2.39,8.43
1.642,2.51,-2.47,9.73
1.643,3.96,-2.86,10.83
1.644,2.63,-4.9,9.92
1.645,4.24,-4.75,14.87
0.001,7.45,-0.04,15.89
0.002,3.73,-0.71,10.94
0.003,4.04,-1.65,9.89
0.004,5.53,-1.14,10.71
0.005,3.41,-0.2,8.08
0.006,2.39,-1.14,5.14
0.007,1.77,-1.65,4.16
0.008,1.49,-1.18,4.2
0.009,1.92,-1.1,4.16
0.01,2.39,-1.18,4.28
0.011,2.55,-1.37,4.79
0.012,2.79,-1.22,5.49
0.013,3.92,-1.33,6.79
0.014,5.33,-2.2,8.79
0.015,6.83,-1.57,11.77
0.016,5.65,0.24,12.08
0.017,6.47,-1.33,10.71
0.018,7.92,-3.33,9.77
0.019,6.12,-3.37,8.2
0.02,4.63,-2.24,6.51
0.021,3.57,-2.31,5.18
0.022,2.12,-2.31,5.22
0.023,1.65,-2.04,5.1
0.024,1.92,-2.51,6.55
0.025,2.51,-2.35,7.61
0.026,2.86,-2.31,8.39
0.027,2.82,-2.55,9.06
0.028,3.3,-2.67,9.85
0.029,3.41,-3.45,10.32
0.03,4.63,-4.24,14
0.031,7.06,-1.29,15.81
0.032,4.75,-0.59,11.3
0.033,3.22,-1.84,8.43
0.034,4.67,-1.84,9.49
0.035,4.43,-0.94,9.3
0.036,2.71,-0.82,6.98
0.037,1.96,-1.14,4.79
0.038,1.84,-1.1,4.28
0.039,1.65,-1.33,4.16
0.04,1.73,-1.1,4.35
0.041,2.08,-1.37,4.67
0.042,2.12,-1.33,4.86
0.043,3.41,-1.49,6.24
0.044,3.92,-1.29,7.14
0.045,5.69,-2.16,8.94
0.046,6.86,-1.53,12.12
0.047,5.41,0.43,12.16
0.048,6.43,-0.04,11.18
0.049,8.63,-2.75,9.06
0.05,6.12,-3.45,7.88
0.051,4.94,-1.92,7.22
0.052,3.96,-1.84,6.24
0.053,3.1,-2.55,5.18
0.054,2.63,-2.55,5.14
0.055,2.59,-2.16,5.73
0.056,2.47,-2.2,6.12
0.057,2.39,-2.24,6.98
0.058,2.16,-2.55,7.34
0.059,2.63,-3.41,8.94
0.06,3.14,-3.14,10.63
0.061,2.59,-5.22,12.67
0.062,7.77,-1.53,16.24
0.063,4.9,-0.86,12.08
0.064,2.67,-1.92,9.89
0.065,4.39,-1.57,10.94
0.066,4.9,-0.94,10.67
0.067,3.77,-0.82,7.41
0.068,2.43,-1.06,4.75
0.069,1.53,-0.9,3.84
0.07,1.69,-0.75,3.61
0.071,2.08,-1.14,4.55
0.072,2.16,-0.78,4.67
0.073,2.24,-1.22,4.71
0.074,2.71,-1.22,5.53
0.075,3.41,-1.29,6.08
0.076,4.35,-2.47,6.16
0.077,6.08,-2.67,10.2
0.078,7.53,-1.69,12.94
0.079,5.49,0.04,11.57
0.08,8.51,-2.39,10.9
0.081,6.47,-3.73,9.02
0.082,5.1,-2.75,7.69
0.083,3.8,-2.63,6.08
0.084,2.08,-2.59,4.94
0.085,1.77,-2.28,5.33
0.086,2,-1.96,6.2
0.087,2.04,-2.51,6.9
0.088,2.2,-2.51,7.73
0.089,2.31,-2.12,8.98
0.09,2.55,-2.63,10.16
0.091,2.75,-3.18,10.51
0.092,2.51,-5.02,12.32
0.093,6.59,-1.88,16
0.094,5.33,-0.67,13.06
0.095,3.92,-1.33,10.51
0.096,4.51,-1.45,10.32
0.097,4.08,-0.24,8.51
0.098,3.06,-0.31,5.88
0.099,1.41,-0.75,4.35
0.1,0.82,-0.75,3.88
0.101,2.39,-1.26,4.71
0.102,2.16,-0.98,5.1
0.103,1.53,-0.27,4.51
0.104,3.18,-1.53,5.22
0.105,3.8,-1.06,7.18
0.106,4.2,-0.31,8.39
0.107,6.63,-1.61,10.63
0.108,5.96,-1.53,11.06
0.109,4.71,-0.98,9.49
0.11,6.79,-2.75,9.22
0.111,5.88,-3.49,8.24
0.112,4.35,-2.59,7.77
0.113,3.45,-2.43,7.1
0.114,2.35,-2.63,6.12
0.115,1.41,-2.39,5.69
0.116,1.18,-2.24,5.84
0.117,1.41,-2.47,6.75
0.118,1.57,-2.31,7.65
0.119,1.84,-2.28,8.51
0.12,2.51,-2.59,9.77
0.121,3.45,-2.51,10.79
0.122,2.47,-5.1,11.92
0.123,5.22,-2.08,16.04
0.124,6.04,0.47,14.4
0.125,2.9,-1.77,10.16
0.126,4.98,-1.53,10.51
0.127,4.63,-0.31,9.3
0.128,3.57,-0.47,6.47
0.129,2.2,-0.51,4.75
0.13,0.9,-0.67,3.69
0.131,1.61,-1.26,3.69
0.132,2.51,-1.45,4.35
0.133,2.31,-1.22,4.63
0.134,1.88,-0.55,4.98
0.135,2.82,-0.86,5.84
0.136,2.75,-1.22,6.28
0.137,4.98,-2.59,9.34
0.138,6.9,-0.59,13.34
0.139,6.94,1.06,12.71
0.14,9.18,-1.61,11.18
0.141,7.81,-4.04,9.06
0.142,4.55,-2.24,7.49
0.143,3.45,-2,7.1
0.144,1.84,-2.51,5.61
0.145,1.22,-2.59,5.02
0.146,1.14,-2.71,5.14
0.147,1.53,-2.82,6.12
0.148,1.65,-2.51,7.26
0.149,2.31,-2.39,8.04
0.15,2.55,-2.79,8.79
0.151,3.41,-2.94,10.08
0.152,3.45,-4.04,10.12
0.153,3.26,-5.41,12.43
0.154,7.45,-0.9,15.65
0.155,5.02,-0.31,11.53
0.156,3.88,-1.77,9.69
0.157,4.98,-1.96,10.28
0.158,4.55,-0.55,8.9
0.159,3.33,-0.86,5.69
0.16,2.35,-1.22,4.63
0.161,1.41,-1.02,4.24
0.162,2.28,-1.37,4.59
0.163,2.47,-2,4.67
0.164,2.24,-1.73,4.79
0.165,2.59,-1.49,5.49
0.166,3.45,-1.45,6.63
0.167,3.45,-1.1,7.06
0.168,5.26,-2,8.94
0.169,6.9,-0.75,12.71
0.17,5.57,2.31,11.14
0.171,7.22,-0.75,8.9
0.172,7.57,-3.41,9.3
0.173,5.18,-1.92,8.36
0.174,4.47,-2.28,7.3
0.175,3.37,-3.37,5.45
0.176,2.82,-3.37,5.14
0.177,2.51,-2.35,5.65
0.178,2.16,-2.43,6.39
0.179,2.43,-2.16,7.22
0.18,2.71,-1.69,8.63
0.181,2.63,-2.2,9.1
0.182,3.22,-2.63,10.08
0.183,3.26,-4.39,11.3
0.184,5.84,-1.73,16.71
0.185,6.9,0.08,14.24
0.186,3.77,-1.14,9.85
0.187,3.26,-1.45,8.12
0.188,5.53,-1.26,9.06
0.189,3.06,-0.47,6.71
0.19,1.73,-0.59,4.79
0.191,2,-0.55,3.96
0.192,1.92,-0.47,3.88
0.193,1.69,-0.31,3.92
0.194,1.96,-1.22,4.28
0.195,2.55,-1.49,5.45
0.196,3.45,-0.9,6.51
0.197,4.47,-1.22,8
0.198,5.61,-2.12,9.06
0.199,6.24,-2.86,10.24
0.2,7.49,-0.9,12.2
0.201,6.47,0.51,10.75
0.202,8.12,-1.18,10
0.203,7.22,-2.43,8.04
0.204,5.02,-2.31,5.81
0.205,3.8,-1.73,4.94
0.206,2.86,-1.61,4.63
0.207,2.04,-1.69,4.82
0.208,1.65,-2.12,5.18
0.209,1.96,-2.24,6.51
0.21,2.24,-1.84,8.04
0.211,1.8,-2.24,9.14
0.212,2.28,-2.82,10.12
0.213,3.41,-2.67,11.1
0.214,3.18,-4.82,13.57
0.215,6.98,-1.49,16.2
0.216,4.39,-1.1,12.47
0.217,4.04,-1.18,11.22
0.218,6.16,-1.26,11.26
0.219,3.57,-0.2,8.47
0.22,2.71,-0.75,5.73
0.221,2,-0.94,4.39
0.222,1.18,-0.94,3.49
0.223,2,-0.78,3.92
0.224,1.92,-1.1,3.88
0.225,1.84,-1.29,4.04
0.226,2.63,-1.33,4.79
0.227,2.75,-1.1,5.77
0.228,3.61,-1.29,7.41
0.229,6.12,-2.35,10.08
0.23,7.77,-2.59,12.79
0.231,6,-0.59,12.32
0.232,6.63,-2.04,11.38
0.233,7.81,-3.61,9.49
0.234,5.53,-3.26,7.73
0.235,3.96,-2.12,6.12
0.236,2.75,-2.04,5.26
0.237,1.84,-1.92,4.75
0.238,1.65,-1.88,5.33
0.239,1.65,-1.96,6.08
0.24,1.96,-1.88,7.1
0.241,1.92,-2.35,7.73
0.242,2.47,-2.12,9.34
0.243,3.57,-2.98,10.75
0.244,3.37,-4.39,11.06
0.245,6.12,-2.63,15.1
0.246,7.53,-0.55,14.32
0.247,3.77,-1.18,9.61
0.248,2.47,-1.96,8.83
0.249,4.39,-1.37,10.16
0.25,4.98,-0.98,8.98
0.251,2.9,-1.22,5.53
0.252,2,-1.33,4.31
0.253,1.53,-1.33,4.08
0.254,1.84,-1.18,4.12
0.255,2.39,-1.1,4.63
0.256,2.16,-0.94,4.75
0.257,2.55,-0.98,5.33
0.258,3.96,-1.41,6.43
0.259,4.71,-1.49,7.92
0.26,5.37,-1.26,9.57
0.261,5.84,-2.08,10.51
0.262,5.73,-0.16,11.38
0.263,9.06,-0.12,11.85
0.264,8.16,-1.69,10.32
0.265,7.1,-1.49,8.12
0.266,6.32,-2.39,5.88
0.267,4.08,-2.2,4.67
0.268,3.33,-1.65,4.39
0.269,2.86,-1.73,4.35
0.27,2.16,-2.24,4.71
0.271,1.92,-2.31,5.49
0.272,1.96,-2.31,6.67
0.273,2.51,-2.82,8.51
0.274,2.82,-3.3,10.28
0.275,2.79,-4.63,11.22
0.276,3.96,-4.16,15.26
0.277,6.04,-0.75,14.83
0.278,3.69,-2.51,11.73
0.279,4.55,-2.39,11.38
0.28,5.57,-1.14,11.02
0.281,2.67,-0.47,6.47
0.282,1.84,-1.26,4
0.283,1.49,-1.41,3.57
0.284,1.33,-1.33,3.73
0.285,2.04,-1.45,4.04
0.286,2.08,-1.77,4.47
0.287,2,-1.26,4.82
0.288,3.69,-1.26,6.79
0.289,4.24,-1.1,7.88
0.29,5.18,-0.78,8.55
0.291,5.69,-2.43,10.36
0.292,5.22,-0.86,11.65
0.293,5.41,-0.67,10.94
0.294,6.67,-3.22,9.14
0.295,6.43,-4.12,8.08
0.296,4.59,-2.71,7.06
0.297,3.45,-2.35,6.39
0.298,2.59,-2.31,5.73
0.299,2.16,-1.92,5.53
0.3,2.24,-1.92,6.59
0.301,2.35,-2.39,7.3
0.302,2.43,-2.51,7.77
0.303,3.18,-3.41,9.45
0.304,3.92,-3.61,10.43
0.305,2.9,-5.77,11.26
0.306,6.71,-2.59,16.55
0.307,5.18,-0.59,12.08
0.308,2.31,-2.75,8.79
0.309,4.04,-2.31,9.69
0.31,4.94,-1.22,9.73
0.311,2.98,-1.26,6.12
0.312,2.39,-1.45,4.31
0.313,1.37,-1.49,3.65
0.314,1.61,-1.29,3.69
0.315,2.12,-1.57,4.28
0.316,2.2,-1.77,4.71
0.317,2.55,-1.49,5.61
0.318,4.35,-1.33,7.69
0.319,5.18,-1.69,8.67
0.32,6.12,-2.51,10.75
0.321,7.3,-2.31,12.98
0.322,6.16,-0.27,11.57
0.323,5.45,0.04,9.26
0.324,6.86,-2.9,7.06
0.325,5.45,-3.65,5.96
0.326,3.88,-1.69,5.65
0.327,2.9,-1.8,5.88
0.328,1.61,-1.88,5.53
0.329,1.61,-2.67,5.65
0.33,2.2,-2.79,6.63
0.331,2.63,-3.1,7.96
0.332,2.71,-3.06,8.83
0.333,2.79,-3.26,9.69
0.334,3.65,-4.04,10.51
0.335,4.39,-5.41,13.22
0.336,6.71,-1.84,15.38
0.337,4.43,-0.98,11.18
0.338,3.77,-2.39,10.04
0.339,5.02,-2.2,10.75
0.34,3.96,-0.67,8.75
0.341,2.82,-0.9,5.18
0.342,2.04,-1.33,4
0.343,1.57,-0.98,3.8
0.344,1.61,-0.94,4.24
0.345,2.16,-1.02,4.98
0.346,2.35,-1.29,4.9
0.347,2.67,-1.45,5.18
0.348,4.24,-1.57,6.51
0.349,4.35,-1.69,6.79
0.35,6.32,-2.94,9.57
0.351,8.51,-2.47,12.83
0.352,5.77,-0.94,11.18
0.353,6.55,-1.8,11.02
0.354,6.75,-2.63,8.75
0.355,3.77,-3.02,6.28
0.356,3.06,-2.82,5.57
0.357,2.16,-2.79,4.79
0.358,1.45,-2.63,5.06
0.359,1.29,-2.79,5.41
0.36,1.65,-3.06,6.47
0.361,1.92,-2.71,8.12
0.362,2.04,-2.71,9.14
0.363,2.9,-3.06,10.08
0.364,3.61,-3.65,9.85
0.365,3.33,-5.77,12.75
0.366,6.63,-2.35,15.42
0.367,4.94,-1.14,11.81
0.368,3.22,-2.86,10.43
0.369,5.61,-2.08,12.16
0.37,4.39,-1.29,8.98
0.371,2.98,-1.41,5.88
0.372,1.65,-1.33,3.84
0.373,1.33,-1.53,3.3
0.374,1.41,-1.53,3.33
0.375,1.84,-1.65,4
0.376,1.8,-1.88,4.67
0.377,2.39,-1.61,5.49
0.378,3.88,-1.37,7.18
0.379,4.82,-2.04,8.12
0.38,5.81,-2.39,9.89
0.381,5.81,-1.65,10.75
0.382,5.49,-1.02,11.14
0.383,7.49,-2.28,10.98
0.384,5.88,-3.65,9.41
0.385,4.31,-3.22,8.04
0.386,2.94,-2.9,6.67
0.387,2.28,-3.06,5.61
0.388,1.65,-3.14,4.9
0.389,1.73,-2.9,5.37
0.39,1.57,-2.9,6.16
0.391,1.96,-2.79,8
0.392,2.43,-2.82,9.65
0.393,2.43,-3.1,10.24
0.394,2.35,-3.92,10.24
0.395,3.69,-5.3,14.67
0.396,7.57,-1.53,15.61
0.397,3.73,-2,10.16
0.398,3.02,-2.35,9.45
0.399,5.53,-1.33,10.75
0.4,4.71,-0.9,9.41
0.401,3.49,-1.1,5.92
0.402,2.35,-1.02,4.12
0.403,1.77,-1.29,3.33
0.404,1.29,-1.02,2.67
0.405,1.49,-1.26,2.75
0.406,2.31,-1.61,4.16
0.407,3.26,-1.29,5.69
0.408,4.39,-1.29,7.06
0.409,4.98,-1.57,7.61
0.41,6.12,-2.59,8.71
0.411,7.14,-2.43,10.28
0.412,5.69,-0.67,10.12
0.413,7.53,-1.69,11.14
0.414,7.69,-2.43,10.59
0.415,6.08,-2.86,9.06
0.416,3.84,-2.55,6.59
0.417,2.39,-2.59,5.18
0.418,1.73,-2.67,4.59
0.419,1.14,-2.51,4.82
0.42,1.45,-2.63,5.84
0.421,1.84,-3.1,6.94
0.422,2.47,-3.18,9.26
0.423,2.94,-2.98,10.67
0.424,3.02,-3.92,10.9
0.425,2.39,-5.57,12.16
0.426,5.81,-2.12,16.28
0.427,4.47,-1.84,11.69
0.428,2.04,-3.49,9.18
0.429,3.1,-1.96,10.36
0.43,4.24,-1.65,11.1
0.431,3.26,-1.33,7.85
0.432,2.47,-1.33,4.94
0.433,1.65,-1.69,3.77
0.434,1.26,-1.29,2.94
0.435,1.57,-1.53,3.22
0.436,1.92,-1.88,4
0.437,2.86,-1.92,5.41
0.438,4.39,-1.77,6.83
0.439,4.86,-1.8,6.59
0.44,5.77,-3.18,8.83
0.441,6.51,-1.8,10.04
0.442,4.79,-1.29,10.04
0.443,6.86,-2.63,10.71
0.444,6.47,-3.53,9.89
0.445,5.61,-3.69,8.67
0.446,4.28,-3.3,7.22
0.447,3.1,-2.9,6.16
0.448,2.51,-2.75,5.45
0.449,2.59,-3.3,5.73
0.45,2.98,-3.22,6.55
0.451,3.02,-2.86,8.08
0.452,3.37,-2.24,9.49
0.453,3.69,-1.45,9.85
0.454,3.88,-1.29,8.79
0.455,4.12,-2.39,8.94
0.456,5.57,-1.45,11.73
0.457,3.8,0.67,9.49
0.458,2.31,-1.06,7.22
0.459,2.79,-1.22,7.69
0.46,2.63,-0.67,8.83
0.461,2.71,-0.47,8.87
0.462,2.2,-0.98,7.77
0.463,1.77,-0.9,7.34
0.464,2.31,-0.75,8.2
0.465,2.47,-0.94,8.67
0.466,2.43,-1.37,8.08
0.467,2.75,-2.43,7.88
0.468,2.86,-2.67,8.43
0.469,3.45,-2.2,10
0.47,3.41,-1.45,9.06
0.471,2.67,-1.88,7.22
0.472,2.94,-2.31,6.86
0.473,3.49,-2.63,7.3
0.474,3.8,-2.67,8.79
0.475,4.31,-2.28,9.81
0.476,3.26,-1.92,8.63
0.477,2.86,-2.31,7.41
0.478,2.98,-2.35,7.34
0.479,3.18,-2.16,7.61
0.48,3.57,-2.24,8.24
0.481,3.73,-2.24,8.32
0.482,3.45,-2.2,8.12
0.483,3.45,-2.28,8
0.484,3.49,-2.35,7.85
0.485,3.45,-2.39,7.96
0.486,3.77,-2.28,8
0.487,3.73,-2.28,7.92
