NAME:,walking4,,
1.529,2.82,0.12,6.35
1.53,1.69,-0.27,4.43
1.531,1.06,-0.24,3.61
1.532,1.06,-0.98,3.33
1.533,0.67,-1.45,4
1.534,1.14,-1.53,4.59
1.535,2.12,-1.22,5.69
1.536,2.75,-0.67,7.14
1.537,2.9,-0.71,6.94
1.538,4.39,-3.06,8.9
1.539,6.35,-1.57,12.43
1.54,4.08,-0.12,10.79
1.541,6.35,-2.67,12.28
1.542,6.94,-2.12,12.16
1.543,3.84,-2.16,8.71
1.544,2.51,-3.57,5.77
1.545,1.41,-3.3,4.59
1.546,1.02,-3.06,4.12
1.547,1.18,-2.98,4.47
1.548,0.9,-2.75,4.86
1.549,0.47,-2.51,5.65
1.55,0.82,-2.55,7.34
1.551,1.53,-2.16,8.98
1.552,2.51,-2.75,10.16
1.553,4.24,-3.26,13.34
1.554,6.63,-2.98,16.67
1.555,4.86,-1.92,16.87
1.556,5.06,-0.78,14.79
1.557,5.61,-1.22,10.67
1.558,2.71,0.08,6.94
1.559,2.39,-0.16,5.06
1.56,1.65,-1.37,3.41
1.561,1.37,-1.57,2.82
1.562,1.88,-1.18,3.06
1.563,1.33,-1.33,4.04
1.564,1.73,-0.08,5.33
1.565,2.39,-0.9,6.51
1.566,4.59,-1.61,9.85
1.567,6.35,-0.08,14.87
1.568,5.22,2.47,12.98
1.569,8.24,-1.02,11.65
1.57,7.3,-1.77,10.08
1.571,4.82,-2.35,8
1.572,3.8,-2.63,6.51
1.573,2.51,-2.86,4.63
1.574,1.8,-3.33,4.24
1.575,1.37,-2.51,4.51
1.576,1.65,-2.59,5.96
1.577,1.69,-2.75,7.3
1.578,2.04,-3.1,9.41
1.579,3.1,-2.9,10.98
1.58,3.22,-3.77,12.36
1.581,4.75,-3.22,15.97
1.582,5.77,0.35,14.47
1.583,3.57,-1.18,10.32
1.584,4.08,-2.04,8.83
1.585,3.96,-1.22,9.06
1.586,2.9,0.27,7.37
1.587,2.55,-0.55,4.63
1.588,1.29,-0.67,3.53
1.589,1.06,-0.31,3.3
1.59,2.43,-0.94,4.75
1.591,2.12,-0.98,5.41
1.592,2.2,-0.35,6.04
1.593,4,-0.43,7.57
1.594,3.92,-0.82,8.36
1.595,5.18,-2.55,10.47
1.596,6.75,-1.49,13.1
1.597,4.12,-0.04,11.77
1.598,7.88,-2.59,11.22
1.599,5.02,-3.22,7.57
1.6,3.33,-3.18,6.24
1.601,2.79,-2.59,5.49
1.602,2.12,-1.88,5.22
1.603,1.1,-1.84,5.18
1.604,1.37,-1.96,5.69
1.605,2.2,-2.28,6.83
1.606,2.43,-2.39,7.92
1.607,2.63,-2.51,10.67
1.608,3.14,-2.55,12.16
1.609,2.51,-4.59,11.61
1.61,3.8,-3.92,15.49
1.611,5.26,0.71,14.55
1.612,2.75,-1.88,9.92
1.613,4.55,-1.53,9.96
1.614,3.33,0.04,9.41
1.615,2.04,0.08,5.61
1.616,1.61,-0.9,4
1.617,0.78,-0.9,3.06
1.618,1.69,-1.45,4.35
1.619,1.84,-0.78,5.18
1.62,2.47,-0.27,5.57
1.621,3.18,-0.78,6.32
1.622,3.61,-0.12,6.98
1.623,3.96,-1.02,7.53
1.624,5.92,-2.47,11.3
1.625,6.2,-0.63,13.26
1.626,5.73,0.63,12
1.627,8.28,-2.47,10.83
1.628,4.79,-2.39,8
1.629,3.77,-2.39,6.79
1.63,2.82,-2.47,5.81
1.631,1.8,-2.43,4.86
1.632,1.61,-2.47,4.71
1.633,1.22,-1.92,5.69
1.634,1.96,-2.04,8.32
1.635,2.24,-1.73,9.41
1.636,2.9,-2.35,10.32
1.637,3.65,-3.18,10.9
1.638,1.65,-5.3,11.96
1.639,5.45,-1.33,16.63
1.64,5.33,0.39,13.89
1.641,3.14,-1.77,9.49
1.642,4.55,-1.26,9.49
1.643,4.47,0.27,9.57
1.644,3.1,0.24,6.04
1.645,1.84,-0.31,3.88
0.001,0.67,-0.86,3.22
0.002,1.73,-0.94,3.92
0.003,2.55,-1.57,5.14
0.004,1.69,-0.78,4.75
0.005,2.59,-0.9,5.57
0.006,3.73,-0.9,7.18
0.007,3.65,-0.9,8.2
0.008,5.69,-2.24,12.04
0.009,5.96,-1.18,12.67
0.01,5.06,-0.94,12.04
0.011,7.85,-1.96,11.69
0.012,6.16,-2.9,8.12
0.013,3.88,-3.33,5.22
0.014,2.98,-2.79,4.35
0.015,1.88,-2.31,4.43
0.016,1.22,-2.08,5.14
0.017,1.22,-2.12,5.88
0.018,1.37,-2.55,7.18
0.019,1.92,-2.55,9.14
0.02,2.35,-2.59,10.63
0.021,2.9,-2.98,11.89
0.022,2.51,-4.59,13.3
0.023,6.43,-1.37,16.04
0.024,4.51,-0.63,12.83
0.025,2.67,-2.28,9.61
0.026,4.39,-1.92,10.47
0.027,2.59,-0.78,8.32
0.028,2.31,-0.71,6.43
0.029,1.92,-0.75,4.67
0.03,1.02,-0.9,3.88
0.031,1.69,-0.82,4.04
0.032,2.24,-1.1,4.43
0.033,2.2,-0.86,4.31
0.034,3.33,-0.78,5.65
0.035,4.12,-0.31,7.06
0.036,5.06,-1.18,8.75
0.037,7.1,-2,11.57
0.038,5.92,-0.55,11.96
0.039,6.2,-1.37,11.81
0.04,7.3,-1.92,10.2
0.041,4.51,-2.59,7.18
0.042,3.57,-2.71,6.16
0.043,3.1,-2.31,5.84
0.044,1.8,-2.12,5.41
0.045,1.57,-2.08,5.77
0.046,1.92,-2.28,6.75
0.047,1.92,-2.28,7.81
0.048,2.2,-2.63,8.67
0.049,2.39,-2.59,10
0.05,2.9,-3.02,10.79
0.051,2.16,-4.59,11.61
0.052,4.75,-2.82,15.53
0.053,5.06,0.63,13.93
0.054,3.41,-1.73,10.16
0.055,5.37,-1.73,10.79
0.056,4.47,-0.55,9.89
0.057,4.2,0.43,6.94
0.058,3.77,-0.35,5.53
0.059,1.77,0,3.84
0.06,1.29,-1.22,3.88
0.061,1.84,-1.96,4.82
0.062,1.53,-1.77,5.65
0.063,1.53,-2.16,5.61
0.064,2.63,-2.55,5.88
0.065,2.39,-2.35,5.77
0.066,3.61,-2.55,8.32
0.067,4.67,-1.26,11.69
0.068,5.61,0.55,12.79
0.069,7.88,-2.16,11.69
0.07,7.02,-2.55,10
0.071,4.75,-1.8,8.2
0.072,3.73,-2.12,6.71
0.073,2.82,-2.79,5.18
0.074,2,-2.9,5.45
0.075,2.16,-1.8,7.14
0.076,1.77,-1.57,7.73
0.077,1.37,-2.47,7.41
0.078,2.47,-2.9,8.36
0.079,3.8,-3.06,10.16
0.08,3.96,-2.55,12.04
0.081,4.08,-2.71,14.24
0.082,4.55,-2.43,16.4
0.083,6.2,0.86,13.85
0.084,3.61,-0.27,9.77
0.085,4.12,-0.78,8.79
0.086,3.49,-0.35,8.71
0.087,2.86,0.27,7.22
0.088,3.45,-0.67,5.92
0.089,1.33,-0.86,4.28
0.09,0.24,-0.35,3.88
0.091,1.69,-0.75,4.71
0.092,1.29,-1.26,4.31
0.093,1.29,-1.69,4.24
0.094,2.24,-1.22,5.18
0.095,2.39,-1.14,6.79
0.096,4.24,-1.14,8.59
0.097,5.45,-1.92,10.43
0.098,6.2,-2.51,11.53
0.099,5.96,-1.96,12.47
0.1,7.41,-0.71,11.65
0.101,6.12,-2.75,8.28
0.102,5.06,-3.65,7.1
0.103,3.49,-2.04,6.59
0.104,2.47,-1.88,5.33
0.105,1.8,-2.63,4.28
0.106,1.37,-2.55,4.39
0.107,0.78,-2.24,5.26
0.108,1.53,-2.63,6.63
0.109,2.16,-2.82,8.32
0.11,3.06,-3.37,10.47
0.111,3.37,-3.8,11.49
0.112,2.75,-5.3,13.18
0.113,6.55,-0.9,18.32
0.114,4.71,0.16,12.91
0.115,2.98,-2.47,8.79
0.116,4.43,-2.16,9.41
0.117,2.55,-0.27,8.28
0.118,2.35,-0.47,5.57
0.119,1.88,-0.9,3.77
0.12,0.75,-0.82,2.79
0.121,1.26,-1.33,3.26
0.122,1.8,-2,4.12
0.123,2.51,-1.65,5.65
0.124,3.96,-1.29,7.81
0.125,4.67,-0.9,9.06
0.126,5.41,-1.92,8.75
0.127,6.2,-3.49,10.28
0.128,5.65,-2.35,10.47
0.129,5.33,-1.84,9.77
0.13,6.51,-3.1,9.22
0.131,4.47,-3.88,7.77
0.132,3.57,-3.69,6.75
0.133,2.9,-3.06,5.57
0.134,2.08,-3.3,5.33
0.135,1.92,-2.94,5.49
0.136,2,-3.45,6.24
0.137,2.08,-2.86,7.73
0.138,2.63,-2.08,8.9
0.139,3.18,-2.55,10.47
0.14,4.04,-2.75,11.3
0.141,5.02,-4.08,14.2
0.142,7.26,-1.73,15.77
0.143,4.59,-0.27,10.47
0.144,2.75,-2.63,8.55
0.145,4.59,-1.92,9.73
0.146,3.88,-1.33,9.57
0.147,2.28,-0.86,6.51
0.148,1.8,-1.45,4.2
0.149,1.26,-1.65,3.37
0.15,1.29,-1.53,3.73
0.151,1.88,-1.53,4.39
0.152,2.2,-1.61,5.3
0.153,3.14,-2.24,6.39
0.154,4.71,-2.35,7.41
0.155,5.37,-2.16,7.65
0.156,6.55,-3.37,8.32
0.157,7.61,-2.63,10.98
0.158,6.28,-0.12,10.55
0.159,6.08,-1.29,10.32
0.16,6.08,-1.53,9.26
